userName,score,at,content
gabid hanafie,5,2021-02-19 15:02:57,Ajaib aplikasi investasi yang aman digunakan. Aplikasinya juga mudah dengan tampilan yang simpel dan bagus. Fitur yang ditampilakn juga lengkap jadi memudahkan untuk berinvestasi. Untuk saran tambahkan lagi produk reksadananya dan tambahkan reksadana dollar. kalo bisa lebih jauh lagi masukin saham bursa amerika atau indeks future.
Henri Wanto,1,2021-02-18 05:43:37,"Aplikasi untuk penarikan lama, dan juga udah ada notifikasi masuk namun belum ada sama sekali masuk ke rekening. Tambahkan juga nomer call untuk Customer Servicenya agar bisa lebih lancar kalau ada permasalahan. Karena lewat chat tidak responsif."
Bagas Pratama Putra,3,2021-02-17 13:50:39,Untuk ajaib mohon ditingkatkan lagi sistemnya untuk melihat grafik. Karena saat ingin melihat grafik kadang tidak bisa dibuka atau tidak muncul grafiknya
rahayu 15,5,2021-02-11 12:30:00,"Baru kenal aplikasi ini dan nyobain untuk reksa dana, bagus sekali untuk performa aplikasinya. Tidak berat di hp, UI-nya juga nyaman banget. Pertahankan. Untuk investasi sampai sekarang saya belum menemukan kendalanya juga, bravo."
Agus Santoso Siburian,5,2021-02-11 02:05:01,"Saya sangat suka dengan aplikasi ajaib ini, karna sangat membantu saya yang benar-benar pemula dan tidak mengerti dalam dunia saham, caranya yg simpel dan memiliki panduan dalam setiap menu nya, dan transparansi dalam transaksi nya juga bagus, saran buat ajaib agar proses setiap transaksi baik deposit, withdraw, jual atau pun beli dapat lebih cepat lagi, agar dapat memaksimalkan setiap kegiatan kami sebagai pengguna ajaib. Sekian dari saya terimakasih😊😊"
fachry anang,5,2021-02-10 14:35:25,Tampilan & penggunaan yg mudah dan gak ribet serta potongan yang murah . Terus berkembang ajaib ! Kalau bisa tambahkan fitur auto SL dong hehe
Ifan Herdianto Wibowo,5,2021-02-10 13:55:59,"Aplikasi sangat user friendly, pergerakan harga saham sudah diubah menjadi realtime (tanpa minimum transaksi perbulan), karena tujuannya investasi untuk jangka panjang jadi belum terdapat kendala apapun dengan aplikasi ini, good job AJAIB, aplikasi karya anak bangsa yang patut diapresiasi 👍"
Fathur Rohim,4,2021-02-10 10:56:03,"user interface yang friendly banget, sangat cocok buat pemula yang mau melek keuangan karena banyak banget fitur dan layanan yang bisa kita pakai seperti adanya promo dan sering adanya webinar gratis diIG. SARAN : Untuk segera memberikan kapasitas server yang lebih besar. karena disaat perdagangan dimulai aplikasi sangat sulit diakses."
ZAINI CHANNEL,1,2021-02-10 08:36:00,"Masih belum paham sama aplikasi ini, yg ditampilkan nilai returnnya hanya saat minus saja. Saat posisi lagi naik nilainya berhenti disaldo awal saat beli saja mentok disitu."
Hendri Wijaya,5,2021-02-10 05:21:42,"App ngga bisa kebuka, katanya masalah jaringan, padahal cuma sy sendiri yg makai wifi nih. Ud sy coba ganti jaringan dari wifi ke data, masihh aja ngga bisa kebuka. Pasti masalah dari server app nya."
carolus desarles,1,2021-02-09 14:26:23,"Menu perubahan email tidak ada, sudah 2 bulan saya daftar email yg aku masukin salah dan akibatnya kode verifikasi email tidak terkirim, tapi di saat saya mau ubah email tidak ada menu perubahan email, kurang canggih sih apk ini bikin kesal aja"
Merci mbado,5,2021-02-09 09:42:25,"Aplikasi ini sangat membantu saya dalam perkuliahan namun cara mendaftarkan sangat sulit dan membutuhkan waktu yang sangat lama,semoga kedepannya apliksi ini bisa lebih baik lagi dan dapat bermanfaat bagi bnyk orang."
Muni Fatuzzahroh,1,2021-02-08 08:32:10,"Maaf, aplikasinya lemot , harga ga real time, yang seharusnya portofolio plus malah minus, begitu pun kebalikan nya. Jadi tidak recomended untuk trader yang main cepat, semoga terus memperbaiki kualitas nya."
amri yatul,2,2021-02-07 10:45:58,"Hai ajaib. Aku sudah download dan registrasi email, mau melanjutkan ke langkah selanjutnya kok gak bisa2 iya? Padahal sudah sampai tahap tanda tangan, tapi selalu muncul tulisan Zip code is not valid. Itu kenapa iya? Terimakasih"
Anjan Lenge,1,2021-02-06 15:44:21,"Hallo ajaib,kenapa setiap saya registrasi/verifikasi data untuk mengunggah foto KTP selalu tertulis Ajaib terhenti dan kembali lg ke menu registrasi awal,padahal data yg di minta dan yg saya masukkan sudah benar. Tolong di respon. Terimakasih"
Ato Indiarto,5,2021-02-05 22:44:13,"Bagusss.. Mudah daftar mudah di akses, fiturnya sangat mudah di mengerti saya sudah sebulan menggunakannya dan tidak mendapatkan kendala.. Sudah membeli saham dan reksadana sudah menjual dan menarik uang di reksadananya sudah di hapus lalu instal ulang dan log.. Semuaya mudah dan tidak ada kendala 💜💜💜"
Jihan Aurellia A.,5,2021-02-04 12:07:39,"Aplikasinya bagus, pendaftaran akun juga cukup mudah. Sudah dipakai trading dan respon aplikasi sangat baik & stabil. Dimasa pandemi daripada rebahan main hp gak jelas mendingan belajar investasi saham di ajaib. Pertahankan kualitasnya supaya investor baru semakin tertarik menggunakan ajaib untuk berinvestasi"
Annisa Treby,1,2021-02-04 06:58:29,"Maaf min, error nya selalu diwaktu yg tidak tepat. Saldo rdn sering tidak muncul ketika mau beli lot. Page transaksi loadingnya kelamaan ketika mau melakukan amend jadi telat. Saldo portofolio juga sering ambil data yg lama tidak realtime"
PutriWahyu,5,2021-02-02 13:24:33,"Saya sangat senang dengan aplikasi ini,karena sangat mudah saat digunakan,daftar cukup 5 menit saja,gratis analisis pastinya,dan transaksi saham lebih mudah dengan fitur Auto Order."
ARIS SANTOSO,5,2021-02-02 06:51:40,"Aplikasi yang bagus... bisa buat wacthlist, analisa... cocok buat pemula. Top lah. Semoga tambah sukses dan lebih sempurna lagi."
I Nyoman Ferry Wirantika Putra,2,2021-02-02 02:14:19,"Bintang 2 aja dulu, murah fee transaksinya tp hanya saja setelah sy coba keseringan lelet di bagian order book jd untuk trading cepat masih ga bagus dibandingkan dgn sekuritas lain"
willy fedri,1,2021-01-31 14:22:42,"Sudah 1 bulan mau daftar di hp tapi selalu di blg NIK tidak di temukan,isi manual juga sama. Bikin sakit hati setiap mau daftar susah di iklan blg nya mudah dan tidak ribet tolong di perbaiki percuma saya ada KTP di apk ini tidak berguna"
Fenny,5,2021-01-31 11:54:53,Aplikasi nya berguna bagi yang masih belajar mengenai investasi dan memiliki fitur yang lumayan lengkap. Aplikasi nya juga mudah di jalankan dan dimengerti dengan sangat baik. Aplikasi yang rekomen banget untuk di download 😊
Dwi Saputro,3,2021-01-31 11:26:59,Aplikasinya bagus untuk pemula yg mau coba investasi tapi untuk minggu ini sering ada error untuk beberapa menu. Mohon untuk segera perbaiki
Riadi ID,3,2021-01-28 14:22:45,"Pertama kali mengenal saham pakai ajaib, over all mantep, UI nya yg simpel n anti ribet. Sempt lemot app nya ternyata penggunanya sdh bnyk. Mungkin saran aja, 1. Saat di HP mode rotasi off, tapi HP di putar, saat cek statistik di ajaib ikut muter dan saat di balikan setting teknikal hilang 2. Wktu terseting automatis UTC, hrs di setting manual terus ke +7 3. Engga ada tamplet untk settingan teknikal. Saat kita sdh punya settingan teknikal n buka emiten berbeda harus setting lagi"
Siti Fa'any Maslihah,5,2021-01-28 13:02:25,"Aplikasi nya sangat bermanfaat, mudah di gunakan, bagi pemula yg mau belajar invest apalagi buat para remaja aplikasi ini sangat recomend, selain mudah digunakan sangat menguntungkan, sesuai nama aplikasi nya emang ajaib, ajaib bagus banget.."
Emsu,1,2021-01-28 12:59:04,Registrasi sejak tanggal 26 desember 2020 nunggu sebulan malah masuk pemberitahuan sekitar tanggal 25 januari 2021 bahwa registrasi akun gagal padahal. Jaraknya terlalu lama menunggu yang ternyata gagal padahal di pemberitahuan bahwa verifikasi hanya membutuhkan max 4-5 hari kerja ini malah nunggu satu bulan dan hasilnya gagal registrasi. Padahal di awal tahun udh rencana beli salah satu saham yang sekarang provitnya tinggi eh malah nggak bisa beli. Semoga pelayanan ajaib bisa lebih baik.
Sri Minarti,5,2021-01-28 04:24:46,"So far, aplikasi ini sangat menarik, easy, mudah dipahami. Fitur-fitur yang digunakan juga sangat lengkap, keamanan security nya pun terjamin, sangat cocok digunakan untuk pemula investasi yg baru belajar dari awal."
Rizky Fathona Harianto,1,2021-01-28 04:23:46,"CS nya sangat mengecewakan. Di IG diabaikan, FB sama, di aplikasinya sama aja. Ini pengalaman ku pribadi. Nanya sopan malah di abaikan. Terserah mau proses atau tidak. Udah terlanjur KECEWA!!! SEMOGA KALIAN TIDAK MENGALAMIN!! SALAM PROFIT"
Bima Sakti,5,2021-01-28 04:20:08,"Aplikasinya sangat bagus, tidak ada gangguan apapun, lancar. Dan banyak fitur yang menarik juga, sangat cocok sekali untuk pemula seperti saya yang baru belajar investasi."
Talitakum Hidroponik Medan,3,2021-01-27 10:59:25,Saya pertama sangat senang dengan aplikasi ini. Tapi belakangan saya sangat kesal. Setiap market lg bullish ini aplikasi sangat susah dibuka padahal jaringan saya penuh tp klw market lg sepi aplikasi lancar jaya. Saran saya perbaiki server nya sudah makin banyak yg download janhan promo mulu pakai aktor korea tp server ga digedein. Ntr bakal saya rubah ke bintang 5.
Risky Agung Idwar Pratama,5,2021-01-27 04:41:55,"Aplikasi yang cocok buat pemula tampilan bagus dan simpel, kedepannya tolong diperbaiki mengenai kestabilan jaringan karena sering eror ketika pasar baru buka"
Mediansyah Malik,5,2021-01-27 03:51:00,"Aplikasi nya berjalan baik di awal menggunakan, dan suka crash di akhir tahun 2020-awal tahun 2021(mungkin karna maintenance), and i thing sekarang udah membaik, sempet mau pindah tapi disini udah lumayan nyaman karna kondisinudah membaik dan fitur nya yang friendly user .. i hope is okey everytime"
Wahyu Anggoro,2,2021-01-27 03:38:28,Aplikasi ini cocok nya buat investasi. 1. Delay di bandingin apl lain real time. 2. Kurang friendly buat trading 3. Belum test tarik dana. Ngga tau review sebelumnya pada susah wd ya. 4. Fee buy and sell tergolong sangat murah. Di broker lain buy 0.15 sell 0.25 ada yg lebih tinggi jg Selebihnya ok lah untuk pembayaran nya lengkap.
yolla fernanda,5,2021-01-26 14:34:43,"Wah aplikasinya sangat menarik, dan cocok bagi orang yang masih pemula dalam investasi, pemakaian aplikasi menurut saya cukup mudah bahkan untuk orang awam sekalipun, serta Ada beberapa fitur yang saya anggap menarik dari aplikasi ini. Rekomen dan perlu sekali untuk dicoba bagi pemula investasi nih."
Depolly,5,2021-01-26 09:50:51,"Keren nih aplikasinya,,, Apalagi untuk pemula yg ingin berinvestasi tetapi dananya masih punya dikit,,,, rekomen bnget deh untuk pemula yang mau investasi.. Aplikasinya juga mudah dan gampang di mengerti,,,"
Muhammad Gilang Mahardhika,5,2021-01-26 09:44:03,Akhirnya menemukan aplikasi yang menarik untuk memulai berinvestasi. Dengan tampilan yg mudah dipahami dan sangat menarik. Cocok banget buat pemula seperti saya. Keren banget
Redmi Note 5A,5,2021-01-26 09:38:28,Aplikasi yg mudah untuk digunakan bagi pemula untuk memulai investasi. Tampilan yang sederhana dan mudah dipahami. Terdapat berita menarik juga yg bisa dibaca untuk lebih mendalami tentang investasi.
Seiun Violet,1,2021-01-26 08:20:23,"Sangat sangat parah untuk pelayanannya, mau tarik dana tidak bisa, pas mau minta bantuan susah banget buat hubungi cs. Hubungi via chat nungguin sampai 1 hari full ngga ada yang balas. Sampai ku email balasnya slow sekali. Sampai saat ini masih belum bisa tarik dana. Padahal masalah sudah 1 bulan tapi solusi saja belum dapet. Mana tiap hari perlu folowup dan hasilnya perlu di tinjau mulu. Niat biar belajar, ehh malah duit belum balik."
Ayu Nur Faizah1,5,2021-01-26 02:27:41,"Secara keseluruhan, saya suka dengan desain antarmuka aplikasi Ajaib karena memiliki tampilan yang bersih, konsisten, serta didominasi dengan banyak space putih."
Danil Pramudya,5,2021-01-24 14:18:16,"Keren nih aplikasi, cocok buat yg mau investasi pertama dan bagi pemula juga, apalagi kalau dana investasinya dikit, rekomen lah pokoknya buat bagi pemula untuk mulai berinvestasi, aplikasinya sangat mudah dipahami dan mudah di mengerti. Terima kasih ajaib."
Yopi Martin,3,2021-01-23 17:45:25,"Untuk waktu order nya agak lama. Sehingga bisa buat hilang momentum untuk Tp/cl , mudah-mudahan ajaib bisa menambah fitur broker summary sehingga memudahkan untuk memantau keadaan pasar"
Rama Dhona,4,2021-01-23 11:17:34,"aplikasi nya bagus mudah di mengerti untuk orang awam yang baru kenal investasi..., chat dari CS nya juga cepet..., mantap lah buat ajaib..., tetapi kurang cocok buat para trader karena aplikasi nya susah sekali untuk dibuka"
Febby Imelda,2,2021-01-23 05:46:03,"Hy ajaib , gimana akun saya masih proses verifikasi padahal sudah 2 minggu . Apa ada yg salah ? Kalo salah mending cancel aja daripada nungguin ketidakpastian . Di email cs katanya banyak pendaftar makanya membludak jadi lama proses verifikasi nya. hapus aja alert proses verifikasi maks 4hari , kalo nyatanya gak. Hadehh capek nungguin terus jadi malas"
Farras Indyawan,2,2021-01-22 00:29:14,"Ajaib kurang nyaman untuk trading, server sering bermasalah, rdn & porto suka ilang ilangan, jadi sulit buat ambil posisi. Tapi untuk ux/ui bagus. Ya walaupun begitu ini merugikan bgt buat saya, karana server ajaib lag jadi sulit jual/beli dan itu yg paling penting !!! Bikin boncoss, kapok jadinya"
Muhammad Mufid,4,2021-01-21 13:34:33,Saya pengguna lama ajaib menurut saya aplikasi ini cukup baik dan biaya broker termasuk rendah dibandingkan yang lain. Akan tetapi akhir akhir ini sering sekali banyak masalah mengenai aplikasi terutama di bidang saham sering banyak loading lama atau gagal . Harapan saya semoga aplikasi ini lebih baik dibandingkan sebelumnya.
Kezias K,3,2021-01-21 09:23:27,"Kasih 3 dulu deh.. Disisi lain aplikasi ini masih ada bagusnya, proses pembuatan agak lama, tapi mudah ga perlu kirim file ke sekuritasnya. Yg masalahnya sudah 3 hari belakangan aplikasi ini eror terus... Saat mau jual/beli terjadi kesalahan terus. Di ke statistik tidak lagi mencantumkan pbv/per, dividen dll pdhl itu poin plus yg harusnya dipertahankan. Tolong diperbaiki lagi yahh, kalo apa sudah baik nnti saya ganti penilaian saya"
Lintang Cahaya Prita,5,2021-01-21 06:44:08,"Aplikasi ajaib sangat cocok untuk pemula yang mau mulai belajar investasi, fitur fiturnya bagus mudah dimengeti untuk pemula. Semoga kedepannya makin keren lagi fiturnya dan permorma ajaib👍"
Rahmita Juliansyah,5,2021-01-21 04:54:14,"Aplikasi ajaib ini bener2 cocok untuk investasi pemula ,mulai dari pendaftaran sampai ke transaksi semuanya mudah ,dan penarikan saldo juga cepat diwaktu jam kerja,terima kasih ajaib sukses selalu."
danndi darmawan,5,2021-01-21 03:07:30,"Aplikasi yg sangat tidak respondsif, sering sekali kehilangan momentum yg harusnya untung jadi rugi, dapat suntikan dana dan sudah ada maintanance harusnya jadi lebih baik tapi malah jadi lebih buruk, ini aplikasi yg awalnya sudah bagus jangan dibikin buruk karna server yg bobrok, tolong diperbaiki secepatnya"
18. Rachmad Harta Ramadhansyah,1,2021-01-20 23:56:51,"Heyy developer yang budiman, tolong appnya di fix secepatnya klau gk mau kehilangan pengguna. Aku beli emiten diharga 282 trus avgnya malah di 287 padahal sebelumnya belum ada emiten itu, gimana ini pindah yang lain aja lah klau gk di fix force majeur yang skrng. Tolong lah wahai developer di fix"
Baggas Pancer,3,2021-01-20 15:30:24,"Kadang tiba"" eror. Nilai portofolio kadang tidak sesuai.tapi untuk UI paling simple dan bagus"
Adi Suryawan,2,2021-01-20 13:42:48,Aplikasi SANGAT susah diakses pas jam buka bursa. Tolong diperbaiki. Pdha ini aplikasi dan user interfacenya bagus. Masukan saja kalo bisa tolong ada contact CS di Wa/ Telegram/ twitter
Erja Rizaldy,1,2021-01-20 11:25:04,"Kasih bintang segini dulu sampai aplikasinya diupgrade, jangan ada lemot lagi, setiap open market selalu lemot, setiap hari terjadi seperti itu, sangat membuat pengguna tidak nyaman dalam bertransaksi saham. Memilih Kim Seon-ho sebagai BA memanglah bagus, Ajaib pinter memilih peluang marketing, tapi kualitas lah yang harus menjadi prioritas. Lagipula, pengguna Ajaib yang main investasi kebanyakan pria yang gak tau Kim Seon-ho, apalagi drama Korea yang dibintanginya."
cecila oracle,1,2021-01-20 07:47:32,"Pengalaman pakai ajaib, 1.harus pakai aplikasi lain untuk melihat harga pasar krn di ajaib delay. 2. Sering trouble masalah koneksi terutama di sesi 1 pembukaan bursa. 3. Cukup sering masalah koneksi di jam bursa bukan saat pembukaan. 4. Cukup menambah pengalaman untuk pindah ke broker lain yg lebih baik. Trims ajaib."
Zeinz,1,2021-01-20 07:19:24,"Aplikasi lelet loading terus sering terjadi kesalahan gimana mau investasi dengan tenang, padahal jumlah nya banyak jadi gak nyaman karena aplikasi nya lemot!!! Tolong buat aplikasi lebih lancar dan permudah para investor!! 🙏"
Yosep Hermawan,2,2021-01-20 06:53:26,"Masih belum bagus, error Mulu ( kalo lagi peak ). Kalo buat naruh duit terus tidur, 10 tahun kemudian bangun dan cek lagi cocok. Buat trading kecil2an ambil fluktuasi harga, sangat tidak cocok. Keburu ketinggalan kereta .."
Husnul Muna Bella,2,2021-01-20 06:50:20,"Saya pengguna hampir 5 bulan ,aplikasi bagus dan mudah dalam penggunaan fitur semakin lengkap, namun ada kendala yang menurut saya harus diperbaiki itu sebabnya saya memberi reting kurang baik , pertama saat membuka porto lama sekali , kedua saya ingin mendaftarkan akun ibu bapak saya gak bisa"" banyak kendala berulang"" , ketiga uang saya dari reksdana 100rb gak cair"" saya udah bolak balik chatdari pusat bantuan ajaib dan email tetap tidak ada kepastian , mohon perbaikan."
Get oriots Colling,5,2021-01-20 06:50:17,"Saya punya beberapa aplikasi sekuritas, tetapi abagi saya ajaib yang paling simpel untuk digunakan, apalagi untuk pemula ajaib memamg pas bangat."
Aziz Kurniawan,3,2021-01-20 06:44:16,"Gausah loading terlalu lama sampe muter muter di menu profil aja, sudah saya mode pesawat dan ganti 4G/3G tetep aja muter muter kaya buffer youtube. Tolong ajaib bisa mengatasi server ketika bursa sedang berlangsung. Jadi susah buat masuk dan buang barangnya cepet. Tks."
Tias Rahayu,3,2021-01-20 06:37:48,Hai cs ajaib... Kenapa aplikasi ini seribg error dan lemot... Apa karena pas banyak yg pakai atau gmna ya? Padahal aplikasi ini bagus banget daripada yg lain. 😔Tlong tingkatkan kualitas ya...
Tri Rochmah Arista,1,2021-01-20 03:33:30,"Parah nih aplikasi respon nya lambat banget, buka akun gagal karna ktp belum validasi, giliran ktp sudah valid hubungi customer service gak ada tanggapan, hubungi via email disuruh hubungi customer service, kayak lempar tanggung jawab, bikin akun di sekuritas lain ajalah kalau pelayanan nya kyk gini"
Duta Muhamad Yusuf,5,2021-01-20 02:50:33,"Di perbaiki servernya yaa , lemot waktu di pembukaan IHSG jm 9. Untuk kita agak kurang nyaman. Ya udh Harga return tidak sama dalam penghitungannya ya karena lemot itu , ku kasi bintang 5 biar untuk memotivasi kalian agar lebih baik!! 👍👍👍👍 Yok semangat gih!! Buat para investor muda dan baru masuk betah pakai aplikasi mu"
Thunder Wrath,3,2021-01-20 02:39:37,Total investasi di portofolio tidak sesuai dengan yang ada di display list saham saya. Ketika jam pasarpun lambat lag membuat saya tertinggal harga. Tolong di perbaiki dan perbesar akses server agar user betah.
Januar Ramadhan,3,2021-01-19 22:23:33,"Saya kasih bintang 3, tolong perbaiki lagi aplikasinya. Pas masuk aplikasi selalu muncul bacaan ""ada yang salah, silahkan coba lagi"" sebagai investor, dan naro duit diaplikasi saya merasa khawatir. Baru kali ini loh saya kasih review keaplikasi. Jika gada tanggapan, gada tindakan. Jangan salahkan klw satu persatu cust pada beralih kesekuritas lain. Diingat baik2!!!"
Dani Destiadi,1,2021-01-19 08:56:03,Terpaksa di edit jadi bintang 1. Setiap buka aplikasi nya selalu LAG. Selalu tidak terbuka dengan sempurna aplikasinya. Tolong perbaiki aplikasi nya supaya tidak lag terus.
Siti Khomairoh,2,2021-01-19 06:41:39,"Tolong dong ini bikin emosi banget appsnya, saya udah 30x lebih take photo TTD saya *Zip code tidak valid* terus. Buang"" waktu banget mana registrasi manual mesti banyak yg di isi, dan harus di ulang ulang terus karna gagal terus d TTD ."
Gus Adi,1,2021-01-18 21:01:42,1. Pembukaan sesi app runing lambat. 2. Error ga bs jual/beli 3. Iklan kenceng tp respon cs tidak ada 4. Tidak ada perbaikan 5. Keep going worse and worse
Nila Choirotun Nisa' ACM,2,2021-01-18 02:34:38,UI dan UX nya bagus banget tapi jadi gagal sell keseringen gara2 ajaib tiba2 lemot banget . Come on ajaib server nya ditingkatkan lagi . Sayang banget aplikasi udah bagus tapi server ga kuat
Zam FaQoth,1,2021-01-16 23:09:34,"Ajaib ini lagi kenapa sih? Akun RDN lama banget jadinya. Sekalinya jadi, mau top up gak bisa. Boro2 top up, cek no RDN aja malah keteranganya http 404 coba lagi. Maksudnya apa coba."
Hogi Show,1,2021-01-16 07:06:54,"Aplikasi ini iklan nya kenceng dimana mana. Tapi CS nya kok gak ada ya? Live chat juga Tidak ada respon terus. Sudah terlanjur daftar pake KTP,tapi akun belum aktif sudah 14hari lebih. Nyesel udah dafar. Dan katanya Datanya Tidak REAL TIME. ya rugilah buat trading"
Willy Novryan,4,2021-01-15 17:17:59,"Tidak ada menu untuk menampilkan rekapan historis profit dan loss.. Mungkin bisa ditambahkan, karena aplikasi lainnya ada, dan sangat berguna.. Harus segera upgrade server.. terkadang lemot.."
Yan Dharma,1,2021-01-15 09:09:06,"Bintang 1 dulu,,untuk ini saya masih ada kendala saat pembukaan rekening akun saham,sudah berulang kali melakukan register,tpi selalu dinyatakan ada kesalahan pengisian data,padahal sudah sesuai dengan data saya pribadi,sampai mengirimkan email pun tidak ada tanggapan,mohon diperbaiki dan ditingkatkan kembali"
Felino Nitan,1,2021-01-15 02:47:26,"Udh beli saham nya, pas mau cek lemotnya minta ampunnnn, udh pakai wifi sama paket data juga tetep aja lemot, kgk muncul2. Buka di website nya jga lemot loading mulu kgk sign in sign in."
zen setia,3,2021-01-15 02:40:56,"Aplikasinya bagus dan nyaman digunakan dalam bertransaksi, tapi sayang sering error dan lelet disetiap jam perdagangan dimulai baik di sessi 1 ataupun sessi 2, tolong ditingkatkan lagi kualitas/performance aplikasinya"
NXR KINGDOM,1,2021-01-15 00:43:13,"Mau daftar selalu error. Keterangan hanya ""Terjadi kesalahan"", maksudnya gimana? Tlg segera diperbaiki, jika belum siap jangan launching aplikasi. Tdk usah mnt cek jaringan krn jaringan saya bagus. Tdk usah kasih solusi suruh hubungi CS karena CS nya gk ada respon."
khaidir al fendi,2,2021-01-14 13:50:06,"Update Terbaru kok Makin gak bagus, kita gak bisa liat info profile PT yg kita ingin tahu sat di luar jam kerja Bursa... Beda dgn versi sebelumnya... 😑"
Romanti Silva Puspita Ningrum,1,2021-01-14 07:43:25,"Sering banget eror, top up ke RDN juga nyampenya lama, udah 3 jam ditunggu RDN belum nambah juga, trus juga CSnya ngga respon², tolong diperbaiki lagi ke depannya, kecewa berat, uang saya gatau gimana nasibnya"
Surya L. Sitorus,2,2021-01-14 04:37:24,"seharusnya nomor rekening di akun bisa diganti saat ingin mentransfer agar mempermudah, karna jika nomor rekening yg di akun atm sama buku tabungannya ternyata sudah hilang ( non-aktif) maka uang tidak bisa dicairkan. tolong dong aplikasinya dibagusin agar lebih baik lagi"
ibong_ boni,2,2021-01-14 04:07:24,"Halow min, respon nya parah sekali ya.. Saya complan ga ada tangapan sama sekali tentang kendala saya, saya email buat cari solusi saya ga bisa masuk ke aplikasi ajaib.. Di karnakan kedala email, sama mau ganti email pun ga ada tanggapan dri. Con ke. Com.. Dan ga trima emaik portofolio, akhirnya tombul masalah ga bisa masuk ke ajaib akun saya, di krnakan emal salah.. Gimana solusinya min?"
Felix Andrianto,5,2021-01-14 03:43:13,Selama ini saya pakai ajaib aman2 saja di saat org lain gangguan saya masih enjoy aja menggunakan Apk ini sangat rekomend dan tampilan yang sangat mudah untuk dipahami bagi pemula.
Testa Dymalem,1,2021-01-13 12:22:00,"Trading view susah untuk digunakan dan tersa tidak di desain untuk pengguna mobile. Aplikasi terkadang tersendat saat pasar sedang sibuk, mengurangi kenyamanan trader. Developer bukanya menggunakan modal untuk memperbaiki dan menyempurnakan aplikasi malah menyewa orang Korea yg tidak menyakinkan sebagai pembimbing investasi. Developer tidak serius terhadap aplikasi. Fundamental penting terutama intuk aplikasi investasi."
Dany Candra,4,2021-01-13 09:46:33,"Aplikasi bagus, sebagi masukan di riwayat transaksi akan lebih baik jika bs nemampilkan harga beli harga jual dan qty dalam 1 view, sehingga memudahkan untuk menghitung transaksi sndr. Terima kasih"
BONDAN DWI,1,2021-01-13 06:17:07,"awalnya bagus tapi waktu war sama bandar aplikasi eror saat mau sell, tulisanya coba lagi gitu terus, akhirnya dihantam bandar pada tanggal 13/01/2021 jam 10.12, sampai ganti hape masih tetep, perlu diperbaiki. kurang rekomen. bye"
Kujing Wae,1,2021-01-13 02:40:39,"Setelah di update jdi lemot dan muncul gambar org korea. Jdi selama lemot cuma liat foto dia. Mendingan pake gambar yg lebih bermanfaat. Saya jdi males buka ajaib gara"" itu."
Muhammad Rofi'udin,1,2021-01-13 02:28:06,"Tolong pihak ajaib servernya di perbaiki donk sering error saat opening maupun closing market !!! Jadi ketinggalan buy dan take profit !!! Habis update malah tambah error, kadang harga di portofolio juga sering berubah rata2 nya. Terima kasih."
Yusna Nanda,1,2021-01-13 02:26:05,"Sampah banget kalo udah masuk jam bursa, susah masuk, lemot.. Mau TP malah gak bisa, nunggu lama.. Bukannya dapet cuan, malah boncos gara-gara keburu turun lebih dalam lagi harganya.. Ini lemotnya udah di tahap merugikan keuangan saya!! Sudah dapet gelontoran dana dari asing ratusan milyar kan?? Tolong dibenerin lah aplikasi sama servernya. Kacauuu"
Wahyu AC,3,2021-01-13 02:22:45,"Selalu bermasalah, error mulu setiap market lagi gerak kenceng. Setiap mau buka pas udah lewat 5-10 dari market di buka pasti lama bgt buat kebuka. Servernya dong perbaiki. Yg daftar konfirmasi untuk saldo RDN juga makin kesini makin lama"
Leni Darma Lian Sari,5,2021-01-12 12:00:12,"Barusan saya mau minta tolong buat ganti rekening tp google form nya nda support. Mau upload2 data nda bisa, nge blank gitu.padahal jaringan saya dlm kondisi stabil. Trs saya chat cs by email tp jawabanya sgt tidak membantu. Ada cara lain kah @ajaib? Saya kasi bintang 5 agar semangat untuk selalu memperbaiki layanan.. Terimakasih."
Wisnu Danu Winata,1,2021-01-12 03:57:50,Proses pembuatan akun nya terlalu lama. Dan baru kali ini saya daftar saham via aplikasi proses nya terlalu rumit. dan kelamaan. aplikasi tetangga cepet dua hari udh jadi. biasa nya kalo dari daftar pembuatan nya lama. pencairan deposit nya lebih lama
Lutfi Yanti,1,2021-01-11 06:36:52,"Slow respon , saya sudah daftar tapi selalu muat akun terus , chat cs ga di bls, email juga, apalagi banyak yg bilang saat di ambil uang nya ga bisa kalau gitu saya delet aja, ga rekomendasi"
Irv Rhr,1,2021-01-11 06:09:57,"CS nya low respon, tidak ada nomor telp,, sangat lambat,, Sudaah menggunakan dr bulan november, udah dipakai lancar tapi mau narik ga bisa alasan nya pembukaan akun mengalami keterlambatan,,"
Arifin real official,1,2021-01-08 02:56:12,"selamat siang Ajaib! menanyakan keluhan saya seperti yang kemarin belum ada jawabannya, saya melakukan tarik tunai di pemberi tahuan ada nominal sejumlah penarikan dan plus biaya transfer, dan dana di saldo pun berkurang, tetapi beberapa saat kemudian saldo tersebut kembali lagi cuma di kurangi biaya transfer saja dana tampa di kirim ke rekening yang sudah saya hubungkan dengan akun Ajaib saya, sampai saat ini saya belum dapat respon dari pihak Ajaib kecuali tanggapan automatis"
